21:07:13.390150, None, 5251461941, f
21:07:18.817021, None, 5251461941, f
21:07:29.909052, None, 5251461941, start
21:22:14.342606, None, 5251461941, /start
21:22:19.492651, None, 5251461941, /button
21:22:23.129072, None, 5251461941, рациональные
11:45:38.159083, None, 5251461941, комплексные
11:46:15.899739, None, 5251461941, комплексные
11:46:20.875429, None, 5251461941, /button
11:46:27.880971, None, 5251461941, Комплексные числа
11:53:09.142322, None, 5251461941, /button
11:53:13.044225, None, 5251461941, Рациональные числа
11:53:22.921916, None, 5251461941, 5 + 6
11:53:45.243481, None, 5251461941, Комплексные числа
11:54:26.265144, None, 5251461941, 1+3j + 1+1j
11:55:31.234638, None, 5251461941, /button
11:55:52.531805, None, 5251461941, 3j + 1j
12:19:56.365476, None, 5251461941, /button
12:20:00.811699, None, 5251461941, Комплексные числа
12:20:24.006570, None, 5251461941, 5j + 7j
12:28:51.415944, None, 5251461941, Комплексные числа
12:28:56.656397, None, 5251461941, /button
12:29:10.671968, None, 5251461941, Комплексные числа
12:29:10.902027, None, 5251461941, Комплексные числа
12:29:10.995718, None, 5251461941, Комплексные числа
12:29:53.641059, None, 5251461941, 5+2j * 1+1j
12:29:53.782184, None, 5251461941, 5+2j * 1+1j
12:29:53.818256, None, 5251461941, 5+2j * 1+1j
12:30:45.806153, None, 5251461941, /button
12:30:51.479664, None, 5251461941, Комплексные числа
12:31:29.057046, None, 5251461941, 32+6j * 2-3j
12:31:35.936146, None, 5251461941, Комплексные числа
13:47:51.924203, None, 5251461941, /button
13:47:54.364807, None, 5251461941, Комплексные числа
13:48:37.587043, None, 5251461941, 7+7j / 1+2j
13:48:44.934359, None, 5251461941, Рациональные числа
13:48:53.935173, None, 5251461941, 3 * 8
